	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	STAMINA_COST	EXP_REWARD	IS_MAJOR	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE	PRIMARY_LOOT	SECONDARY_LOOT
26-3	161	5	CYAN_4	7	1130	1	CH27_ANCIENT_CITY	SNAP_DRAGON,SPIDER_QUEEN,ROLLER_WARRIOR,FROST_GIANT,BARDBARIAN,BULWARK_ANGEL	RAGING_REVENANT,NPC_POTTED_PLANT,DUNGEON_MAN,COSMIC_ELF,NINJA_DWARF,NPC_FIRE_IMP	DEMON_TOTEM,PLANT_SOUL,BROZERKER,MEDUSA,DOPPELGANGER,[boss]SNAPPER_BONE	SHARD_REEL_TIGER_UNDERWEAR,SHARD_REEL_MAGATAMA,SHARD_GOLDEN_SLINGSHOT,SHARD_MANLY_FIRST_AID_KIT	SHARD_REEL_TIGER_UNDERWEAR,SHARD_REEL_MAGATAMA,SHARD_GOLDEN_SLINGSHOT,SHARD_MANLY_FIRST_AID_KIT,SHARD_REEL_TIGER_UNDERWEAR,SHARD_REEL_MAGATAMA
26-4	161	5	CYAN_4	7	1130	0	CH27_ANCIENT_CITY	WEREDRAGON,SAVAGE_CUTIE,NPC_MR_SMASHY,KRAKEN_KING,BONE_DRAGON,NPC_TROLL_BLOB	DRAGON_LADY,PLAGUE_ENTREPRENEUR,DARK_HORSE,GREED_DRAGON,DUST_DEVIL,PLANT_SOUL	SPIDER_QUEEN,NPC_STONE_IMP,NPC_SKELETON_DEER,FROST_GIANT,STORM_DRAGON,[boss]CATAPULT_KNIGHT	SHARD_REEL_WARRIORS_HELMET,SHARD_REEL_DANCERS_BRA,SHARD_REEL_RING_OF_TEMPTATION	SHARD_REEL_RING_OF_TEMPTATION,SHARD_REEL_RING_OF_TEMPTATION,SHARD_REEL_RING_OF_TEMPTATION,SHARD_REEL_DANCERS_BRA,SHARD_REEL_DANCERS_BRA,SHARD_REEL_RING_OF_TEMPTATION
26-5	161	5	CYAN_4	7	1130	0	CH27_ANCIENT_CITY	NPC_TROLL_BLOB,BROZERKER,RAGING_REVENANT,BANSHEE,BLACK_WING,NPC_LYING_LANTERN	NPC_PLAGUE_SKULKER,NPC_KAMIKAZE_GNOME,ROLLER_WARRIOR,SPIDER_QUEEN,SUN_SEEKER,DARK_HORSE	NPC_SHARK,NPC_MR_SMASHY,SAVAGE_CUTIE,SILENT_SPIRIT,SKELETON_KING,[boss]FORGOTTEN_DRAGON	SHARD_REEL_TIGER_UNDERWEAR,SHARD_REEL_HERMITS_PILLS,SHARD_REEL_SWORD_OF_DESPAIR	SHARD_REEL_SWORD_OF_DESPAIR,SHARD_REEL_SWORD_OF_DESPAIR,SHARD_REEL_SWORD_OF_DESPAIR,SHARD_REEL_HERMITS_PILLS,SHARD_REEL_HERMITS_PILLS,SHARD_REEL_SWORD_OF_DESPAIR
26-6	163	5	CYAN_4	7	1130	1	CH27_ROAD_ALONG_CLIFF	NPC_TROLL_BLOB,SILENT_SPIRIT,DRUIDINATRIX,SPIKEY_DRAGON,VULTURE_DRAGON,DEMON_TOTEM	SAVAGE_CUTIE,POLEMASTER,ORC_MONK,DRAGZILLA,NPC_GOBLIN,NPC_FLEA_DEMON	NPC_POTTED_PLANT,SPIDER_QUEEN,ELECTROYETI,CATAPULT_KNIGHT,DWARVEN_ARCHER,[boss]WHITE_TIGRESS	SHARD_REEL_SECRET_HAND_SCROLL,SHARD_CRUDE_SNIPPERS,SHARD_CAT_O_NINE_TAILS,SHARD_DOUBLE_AXE	SHARD_REEL_SECRET_HAND_SCROLL,SHARD_CRUDE_SNIPPERS,SHARD_CAT_O_NINE_TAILS,SHARD_DOUBLE_AXE,SHARD_REEL_SECRET_HAND_SCROLL,SHARD_CRUDE_SNIPPERS
26-7	163	5	CYAN_4	7	1130	0	CH27_ROAD_ALONG_CLIFF_REVERSED	NPC_MR_SMASHY,DEMON_TOTEM,POLEMASTER,ZOMBIE_SQUIRE,RAGING_REVENANT,DARK_HORSE	SHADOW_OF_SVEN,NPC_ANT,NPC_STONE_IMP,UNSTABLE_UNDERSTUDY,SOJOURNER_SORCERESS,PLANT_SOUL	DRUIDINATRIX,SPIDER_QUEEN,ROLLER_WARRIOR,GROOVY_DRUID,WEREDRAGON,[boss]BLACK_WING	SHARD_REEL_TIGER_UNDERWEAR,SHARD_REEL_HERMITS_PILLS,SHARD_DRAGON_BLANKIE	SHARD_DRAGON_BLANKIE,SHARD_DRAGON_BLANKIE,SHARD_DRAGON_BLANKIE,SHARD_REEL_HERMITS_PILLS,SHARD_REEL_HERMITS_PILLS,SHARD_DRAGON_BLANKIE
26-8	163	5	CYAN_4	7	1130	0	CH27_ROAD_ALONG_CLIFF	NPC_TROLL_BLOB,NPC_INFERNO_SPIDER,NPC_POTTED_PLANT,SADISTIC_DANCER,ANCIENT_DWARF,NPC_SHARK	SATYR,SILENT_SPIRIT,NINJA_DWARF,DEMON_TOTEM,MEDUSA,MINOTAUR	NPC_CAULDRON_MONSTER,DARK_HORSE,DRUIDINATRIX,CENTAUR_OF_ATTENTION,PIRATE,[boss]SPIKEY_DRAGON	SHARD_REEL_SECRET_HAND_SCROLL,SHARD_REEL_MAGATAMA,SHARD_REEL_RING_OF_TEMPTATION	SHARD_REEL_RING_OF_TEMPTATION,SHARD_REEL_RING_OF_TEMPTATION,SHARD_REEL_RING_OF_TEMPTATION,SHARD_REEL_MAGATAMA,SHARD_REEL_MAGATAMA,SHARD_REEL_RING_OF_TEMPTATION
26-9	164	5	CYAN_4	7	1130	1	CH27_ACOLIGHT_STATUTE	DARK_HORSE,RAGING_REVENANT,NPC_CAULDRON_MONSTER,SPIDER_QUEEN,SADISTIC_DANCER,UNICORGI	NPC_GOBLIN,SILENT_SPIRIT,MINOTAUR,SOJOURNER_SORCERESS,STORM_DRAGON,NPC_ANGELIC_AVENGER	NPC_BREAKER_MKII,SNAPPER_BONE,UNSTABLE_UNDERSTUDY,CYCLOPS_WIZARD,DEMON_TOTEM,[boss]WHITE_TIGRESS	SHARD_REEL_FEATHER_OF_PHOENIX,SHARD_REEL_GOURD,SHARD_NAUGHTY_TAPESTRY,SHARD_BOOK_OF_IRMAC	SHARD_REEL_FEATHER_OF_PHOENIX,SHARD_REEL_GOURD,SHARD_NAUGHTY_TAPESTRY,SHARD_BOOK_OF_IRMAC,SHARD_REEL_FEATHER_OF_PHOENIX,SHARD_REEL_GOURD
26-10	164	5	CYAN_4	7	1130	0	CH27_ACOLIGHT_STATUTE	NPC_TROLL_BLOB,DRAGON_LADY,SATYR,ANCIENT_DWARF,GENIE,NPC_POTTED_PLANT	SILENT_SPIRIT,PLAGUE_ENTREPRENEUR,NINJA_DWARF,DEEP_DRAGON,BROZERKER,VULTURE_DRAGON	UNICORGI,NPC_GOBLIN,NPC_SKELETON_DEER,STOWAWAY,UNSTABLE_UNDERSTUDY,[boss]DWARVEN_ARCHER	SHARD_REEL_SECRET_HAND_SCROLL,SHARD_REEL_MAGATAMA,SHARD_GOLDEN_SLINGSHOT	SHARD_GOLDEN_SLINGSHOT,SHARD_GOLDEN_SLINGSHOT,SHARD_GOLDEN_SLINGSHOT,SHARD_REEL_MAGATAMA,SHARD_REEL_MAGATAMA,SHARD_GOLDEN_SLINGSHOT
26-11	164	5	CYAN_4	7	1130	0	CH27_ACOLIGHT_STATUTE	NPC_INFERNO_SPIDER,ZOMBIE_SQUIRE,NPC_SKELETON_DEER,HYDRA,NINJA_DWARF,TRIPLE_THREAT	DRUIDINATRIX,DEMON_TOTEM,NPC_GOBLIN,DRAGON_LADY,GRAND_HUNTRESS,NPC_ANT	SATYR,DARK_HORSE,NPC_CAULDRON_MONSTER,MAGIC_DRAGON,UNRIPE_MYTHOLOGY,[boss]DRAGON_SLAYER	SHARD_REEL_FEATHER_OF_PHOENIX,SHARD_CRUDE_SNIPPERS,SHARD_DRAGON_BLANKIE	SHARD_DRAGON_BLANKIE,SHARD_DRAGON_BLANKIE,SHARD_DRAGON_BLANKIE,SHARD_CRUDE_SNIPPERS,SHARD_CRUDE_SNIPPERS,SHARD_DRAGON_BLANKIE
26-12	165	5	CYAN_4	7	1130	1	CH27_ROAD_ALONG_CLIFF	NPC_FLEA_DEMON,RAGING_REVENANT,PLANT_SOUL,FORGOTTEN_DRAGON,VULTURE_DRAGON,PLAGUE_ENTREPRENEUR	NINJA_DWARF,SAVAGE_CUTIE,ETERNAL_ENCHANTER,SHADOW_OF_SVEN,NPC_CLOUD_MONSTER,NPC_SHARK	SILENT_SPIRIT,SPIDER_QUEEN,SNIPER_WOLF,DWARVEN_ARCHER,SNAP_DRAGON,[boss]VERMILION_PRIESTESS	SHARD_REEL_GOLD_RUSH,SHARD_MAD_GODS_MUG,SHARD_GAUNTLET_OF_THRONE,SHARD_FAMILIAR_ENERGY_TANK	SHARD_REEL_GOLD_RUSH,SHARD_MAD_GODS_MUG,SHARD_GAUNTLET_OF_THRONE,SHARD_FAMILIAR_ENERGY_TANK,SHARD_REEL_GOLD_RUSH,SHARD_MAD_GODS_MUG
26-13	165	5	CYAN_4	7	1130	0	CH27_ROAD_ALONG_CLIFF_REVERSED	GREED_DRAGON,VULTURE_DRAGON,DEMON_TOTEM,CYCLOPS_WIZARD,COSMIC_ELF,WEREDRAGON	NPC_CLOUD_MONSTER,ROLLER_WARRIOR,UNSTABLE_UNDERSTUDY,SNAP_DRAGON,SHADOW_OF_SVEN,SILENT_SPIRIT	SATYR,NPC_TROLL_BLOB,CRIMSON_WITCH,DRUIDINATRIX,ANCIENT_DWARF,[boss]GENIE	SHARD_REEL_FEATHER_OF_PHOENIX,SHARD_CRUDE_SNIPPERS,SHARD_CAT_O_NINE_TAILS	SHARD_CAT_O_NINE_TAILS,SHARD_CAT_O_NINE_TAILS,SHARD_CAT_O_NINE_TAILS,SHARD_CRUDE_SNIPPERS,SHARD_CRUDE_SNIPPERS,SHARD_CAT_O_NINE_TAILS
26-14	165	5	CYAN_4	7	1130	0	CH27_ROAD_ALONG_CLIFF	NPC_GOBLIN,BROZERKER,NPC_FIRE_IMP,VILE_BILE,COSMIC_ELF,NPC_POTTED_PLANT	UNICORGI,ZOMBIE_SQUIRE,NPC_SHARK,FROST_GIANT,SKELETON_KING,TRIPLE_THREAT	PLAGUE_ENTREPRENEUR,DRUIDINATRIX,MINOTAUR,ELECTROYETI,STEPLADDER_BROTHERS,[boss]SOJOURNER_SORCERESS	SHARD_REEL_GOLD_RUSH,SHARD_REEL_GOURD,SHARD_GOLDEN_SLINGSHOT	SHARD_GOLDEN_SLINGSHOT,SHARD_GOLDEN_SLINGSHOT,SHARD_GOLDEN_SLINGSHOT,SHARD_REEL_GOURD,SHARD_REEL_GOURD,SHARD_GOLDEN_SLINGSHOT
26-15	166	5	CYAN_4	7	1130	1	CH27_DESTROYED_ANCIENT_CITY	BROZERKER,PLAGUE_ENTREPRENEUR,NPC_STONE_IMP,SHADOW_ASSASSIN,GROOVY_DRUID,ZOMBIE_SQUIRE	ROLLER_WARRIOR,VULTURE_DRAGON,NPC_TROLL_BLOB,DIGGER_MOLE,DRAGON_LADY,NPC_FIRE_IMP	WHITE_TIGRESS,PLANT_SOUL,SNAPPER_BONE,BULWARK_ANGEL,TOMB_ANGEL,[boss]VERMILION_PRIESTESS	SHARD_REEL_SAMURAI_SWORD,SHARD_REEL_TIGER_SALVE,SHARD_PHOENIX_TALISMAN,SHARD_DEVILS_POT	SHARD_REEL_SAMURAI_SWORD,SHARD_REEL_TIGER_SALVE,SHARD_PHOENIX_TALISMAN,SHARD_DEVILS_POT,SHARD_REEL_SAMURAI_SWORD,SHARD_REEL_TIGER_SALVE
26-16	167	5	CYAN_4	7	1130	0	CH27_DESTROYED_ANCIENT_CITY	NPC_BREAKER_MKII,NPC_ANT,PLANT_SOUL,SNAP_DRAGON,BONE_DRAGON,PLAGUE_ENTREPRENEUR	NPC_CLOUD_MONSTER,NPC_SKELETON_DEER,NPC_GOBLIN,BARDBARIAN,SHADOW_OF_SVEN,DRAGON_LADY	NPC_MR_SMASHY,STEPLADDER_BROTHERS,DRAGON_SLAYER,BURNT_ONE,SKELETON_KING,[boss]FAITH_HEALER	SHARD_REEL_GOLD_RUSH,SHARD_REEL_GOURD,SHARD_NAUGHTY_TAPESTRY	SHARD_NAUGHTY_TAPESTRY,SHARD_NAUGHTY_TAPESTRY,SHARD_NAUGHTY_TAPESTRY,SHARD_REEL_GOURD,SHARD_REEL_GOURD,SHARD_NAUGHTY_TAPESTRY
26-17	168	5	CYAN_4	7	1130	0	CH27_DESTROYED_ANCIENT_CITY	NPC_ANGELIC_AVENGER,ORC_MONK,DRAGON_LADY,ANGELIC_HERALD,COSMIC_ELF,POLEMASTER	NPC_ANT,NPC_STONE_IMP,KRAKEN_KING,STORM_DRAGON,UNICORGI,NPC_SHARK	SNAP_DRAGON,NPC_CLOUD_MONSTER,DOPPELGANGER,KARAOKE_KING,SHADOW_ASSASSIN,[boss]SUN_SEEKER	SHARD_REEL_SAMURAI_SWORD,SHARD_MAD_GODS_MUG,SHARD_CAT_O_NINE_TAILS	SHARD_CAT_O_NINE_TAILS,SHARD_CAT_O_NINE_TAILS,SHARD_CAT_O_NINE_TAILS,SHARD_MAD_GODS_MUG,SHARD_MAD_GODS_MUG,SHARD_CAT_O_NINE_TAILS
26-18	170	5	CYAN_4	7	1130	1	CH27_DESTROYED_ANCIENT_CITY	NPC_FLEA_DEMON,ZOMBIE_SQUIRE,BROZERKER,MOON_DRAKE,STOWAWAY,ORC_MONK	NPC_GOBLIN,NPC_CLOUD_MONSTER,BANSHEE,SNAP_DRAGON,POLEMASTER,NPC_FIRE_IMP	SNAPPER_BONE,WHITE_TIGRESS,VERMILION_PRIESTESS,[boss]NPC_ABYSS_DRAGON	SHARD_REEL_FINS_OF_SEA_DRAGON,SHARD_REEL_EXOTIC_FAN,SHARD_LAZARUS_BEANS,SHARD_DRAGONS_POCKET_WATCH	SHARD_REEL_FINS_OF_SEA_DRAGON,SHARD_REEL_EXOTIC_FAN,SHARD_LAZARUS_BEANS,SHARD_DRAGONS_POCKET_WATCH,SHARD_REEL_FINS_OF_SEA_DRAGON,SHARD_REEL_EXOTIC_FAN
27-0	170	5	CYAN_4	7	1130	1	CH28_TRACES_OF_PLUNDER	MISTRESS_MANICURE,LAST_DEFENDER,ANGEL_DRAGON,PLANT_SOUL,UNRIPE_MYTHOLOGY,STORM_DRAGON	SKELETON_KING,BLACK_WING,TRIPLE_THREAT,STOWAWAY,CYCLOPS_WIZARD,MINOTAUR	[boss]NPC_ABYSS_DRAGON	SHARD_REEL_CLOUDY_MONOCULAR_TELESCOPE,SHARD_REEL_DRACONIAN_DISH,SHARD_REEL_NAVIGATION_TO_THE_PAST,SHARD_REEL_SUNBLOCK_GOGGLES	SHARD_REEL_CLOUDY_MONOCULAR_TELESCOPE,SHARD_REEL_DRACONIAN_DISH,SHARD_REEL_NAVIGATION_TO_THE_PAST,SHARD_REEL_SUNBLOCK_GOGGLES,SHARD_REEL_CLOUDY_MONOCULAR_TELESCOPE,SHARD_REEL_DRACONIAN_DISH
27-1	170	5	CYAN_4	7	1130	0	CH28_TRACES_OF_PLUNDER	VOID_WYVERN,DRUIDINATRIX,STEPLADDER_BROTHERS,FROST_GIANT,BURNT_ONE,CRIMSON_WITCH	BONE_DRAGON,SOJOURNER_SORCERESS,SPECTRAL_DRAGON,GENIE,SNAP_DRAGON,KRAKEN_KING	PIRATE,MEDUSA,RAGING_REVENANT,STOWAWAY,WHITE_TIGRESS,[boss]DRAGON_SLAYER	SHARD_REEL_GOLD_RUSH,SHARD_CRUDE_SNIPPERS,SHARD_CAT_O_NINE_TAILS	SHARD_CAT_O_NINE_TAILS,SHARD_CAT_O_NINE_TAILS,SHARD_CAT_O_NINE_TAILS,SHARD_CRUDE_SNIPPERS,SHARD_CRUDE_SNIPPERS,SHARD_CAT_O_NINE_TAILS
27-2	170	5	CYAN_4	7	1130	0	CH28_TRACES_OF_PLUNDER	NINJA_DWARF,RAGING_REVENANT,BLACK_WING,PLAGUE_ENTREPRENEUR,SPECTRAL_DRAGON,WHITE_TIGRESS	ANCIENT_DWARF,ETERNAL_ENCHANTER,MISTRESS_MANICURE,DARK_DRACUL,DRUIDINATRIX,SHADOW_OF_SVEN	SILENT_SPIRIT,BARDBARIAN,CRIMSON_WITCH,VULTURE_DRAGON,ANGELIC_HERALD,[boss]SNAP_DRAGON	SHARD_REEL_CLOUDY_MONOCULAR_TELESCOPE,SHARD_REEL_GOURD,SHARD_GOLDEN_SLINGSHOT	SHARD_GOLDEN_SLINGSHOT,SHARD_GOLDEN_SLINGSHOT,SHARD_GOLDEN_SLINGSHOT,SHARD_REEL_GOURD,SHARD_REEL_GOURD,SHARD_GOLDEN_SLINGSHOT
27-3	171	5	CYAN_4	7	1130	1	CH28_BURNING_WATCHTOWER	MISTRESS_MANICURE,DARK_HORSE,SHADOW_OF_SVEN,GROOVY_DRUID,UNSTABLE_UNDERSTUDY,SILENT_SPIRIT	BULWARK_ANGEL,UNICORGI,PLANT_SOUL,SKELETON_KING,DOPPELGANGER,RAGING_REVENANT	[boss]NPC_ANUBIS_DRAGON	SHARD_REEL_BANANA_PEEL_MOUNTAIN,SHARD_REEL_PORTABLE_NUTRITIOUS_DIET,SHARD_IRON_CLAWS,SHARD_REEL_COG_NITIVE_MASK	SHARD_REEL_BANANA_PEEL_MOUNTAIN,SHARD_REEL_PORTABLE_NUTRITIOUS_DIET,SHARD_IRON_CLAWS,SHARD_REEL_COG_NITIVE_MASK,SHARD_REEL_BANANA_PEEL_MOUNTAIN,SHARD_REEL_PORTABLE_NUTRITIOUS_DIET
27-4	171	5	CYAN_4	7	1130	0	CH28_BURNING_WATCHTOWER	FORGOTTEN_DRAGON,GREED_DRAGON,SHADOW_OF_SVEN,DARK_HORSE,STEPLADDER_BROTHERS,UNICORGI	NINJA_DWARF,SATYR,ETERNAL_ENCHANTER,VOID_WYVERN,SNAPPER_BONE,BURNT_ONE	PIRATE,SILENT_SPIRIT,KARAOKE_KING,COSMIC_ELF,FROST_GIANT,[boss]KRAKEN_KING	SHARD_REEL_CLOUDY_MONOCULAR_TELESCOPE,SHARD_REEL_GOURD,SHARD_NAUGHTY_TAPESTRY	SHARD_NAUGHTY_TAPESTRY,SHARD_NAUGHTY_TAPESTRY,SHARD_NAUGHTY_TAPESTRY,SHARD_REEL_GOURD,SHARD_REEL_GOURD,SHARD_NAUGHTY_TAPESTRY
27-5	171	5	CYAN_4	7	1130	0	CH28_FLAME_BATTERY	SNIPER_WOLF,AQUATIC_MAN,COSMIC_ELF,FORGOTTEN_DRAGON,DIGGER_MOLE,SADISTIC_DANCER	DRUIDINATRIX,TRIPLE_THREAT,PLANT_SOUL,UNSTABLE_UNDERSTUDY,BANSHEE,BONE_DRAGON	SILENT_SPIRIT,PLAGUE_ENTREPRENEUR,ORC_MONK,STEPLADDER_BROTHERS,DEEP_DRAGON,[boss]SUN_SEEKER	SHARD_REEL_BANANA_PEEL_MOUNTAIN,SHARD_REEL_DRACONIAN_DISH,SHARD_CAT_O_NINE_TAILS	SHARD_CAT_O_NINE_TAILS,SHARD_CAT_O_NINE_TAILS,SHARD_CAT_O_NINE_TAILS,SHARD_REEL_DRACONIAN_DISH,SHARD_REEL_DRACONIAN_DISH,SHARD_CAT_O_NINE_TAILS
27-6	173	5	CYAN_4	7	1130	1	CH28_FLAME_BATTERY	HYDRA,BLACK_WING,SHADOW_ASSASSIN,MISTRESS_MANICURE,ROLLER_WARRIOR	DUST_DEVIL,SPECTRAL_DRAGON,SILENT_SPIRIT,UNRIPE_MYTHOLOGY,ZOMBIE_SQUIRE,VILE_BILE	NPC_ANT,SADISTIC_DANCER,TOMB_ANGEL,ANCIENT_DWARF,DWARVEN_ARCHER,[boss]NPC_ANUBIS_DRAGON	SHARD_REEL_END_CENTURY_FLAME_RADIATOR,SHARD_REEL_BALANCE_OF_LIFE,SHARD_PRICKLING_WHIP,SHARD_RING_OF_FIRE	SHARD_REEL_END_CENTURY_FLAME_RADIATOR,SHARD_REEL_BALANCE_OF_LIFE,SHARD_PRICKLING_WHIP,SHARD_RING_OF_FIRE,SHARD_REEL_END_CENTURY_FLAME_RADIATOR,SHARD_REEL_BALANCE_OF_LIFE
27-7	173	5	CYAN_4	7	1130	0	CH28_FLAME_BATTERY	CENTAUR_OF_ATTENTION,SOJOURNER_SORCERESS,DRUIDINATRIX,DUST_DEVIL,CATAPULT_KNIGHT,RABID_DRAGON	VILE_BILE,GRAND_HUNTRESS,BONE_DRAGON,SILENT_SPIRIT,MAGIC_DRAGON,DARK_DRACUL	RAGING_REVENANT,SADISTIC_DANCER,POLEMASTER,MEDUSA,STORM_DRAGON,[boss]GROOVY_DRUID	SHARD_REEL_BANANA_PEEL_MOUNTAIN,SHARD_REEL_DRACONIAN_DISH,SHARD_REEL_NAVIGATION_TO_THE_PAST	SHARD_REEL_NAVIGATION_TO_THE_PAST,SHARD_REEL_NAVIGATION_TO_THE_PAST,SHARD_REEL_NAVIGATION_TO_THE_PAST,SHARD_REEL_DRACONIAN_DISH,SHARD_REEL_DRACONIAN_DISH,SHARD_REEL_NAVIGATION_TO_THE_PAST
27-8	173	5	CYAN_4	7	1130	0	CH28_FLAME_BATTERY	DRAGON_LADY,ANCIENT_DWARF,ELECTROYETI,VOID_WYVERN,UNICORGI,DIGGER_MOLE	SHADOW_OF_SVEN,KARAOKE_KING,SPIKEY_DRAGON,SOJOURNER_SORCERESS,DRAGZILLA,STOWAWAY	SNAP_DRAGON,PIRATE,ROLLER_WARRIOR,RABID_DRAGON,TOMB_ANGEL,[boss]UNRIPE_MYTHOLOGY	SHARD_REEL_END_CENTURY_FLAME_RADIATOR,SHARD_REEL_PORTABLE_NUTRITIOUS_DIET,SHARD_NAUGHTY_TAPESTRY	SHARD_NAUGHTY_TAPESTRY,SHARD_NAUGHTY_TAPESTRY,SHARD_NAUGHTY_TAPESTRY,SHARD_REEL_PORTABLE_NUTRITIOUS_DIET,SHARD_REEL_PORTABLE_NUTRITIOUS_DIET,SHARD_NAUGHTY_TAPESTRY
27-9	174	5	CYAN_4	7	1130	1	CH28_SIGNS_OF_DECISIVE_BATTLE	SPECTRAL_DRAGON,SATYR,ANCIENT_DWARF,FROST_GIANT,STORM_DRAGON,BURNT_ONE	DOPPELGANGER,DUST_DEVIL,SKELETON_KING,DARK_DRACUL,WHITE_TIGRESS,PLANT_SOUL	[boss]UMLAUT_THE_FIRST	SHARD_REEL_PIECE_OF_ACOLYTE_STATUE,SHARD_REEL_EXPLOSIVE_CANNON,SHARD_MANLY_FIRST_AID_KIT,SHARD_DEVILS_POT	SHARD_REEL_PIECE_OF_ACOLYTE_STATUE,SHARD_REEL_EXPLOSIVE_CANNON,SHARD_MANLY_FIRST_AID_KIT,SHARD_DEVILS_POT,SHARD_REEL_PIECE_OF_ACOLYTE_STATUE,SHARD_REEL_EXPLOSIVE_CANNON
27-10	174	5	CYAN_4	7	1130	0	CH28_SIGNS_OF_DECISIVE_BATTLE	DARK_DRACUL,ANGELIC_HERALD,DRAGON_SLAYER,SHADOW_OF_SVEN,LAST_DEFENDER,SNAP_DRAGON	VULTURE_DRAGON,SADISTIC_DANCER,CRIMSON_WITCH,FORGOTTEN_DRAGON,SPIKEY_DRAGON,DEMON_TOTEM	GRAND_HUNTRESS,DEEP_DRAGON,DRUIDINATRIX,SATYR,COSMIC_ELF,[boss]ORC_MONK	SHARD_REEL_END_CENTURY_FLAME_RADIATOR,SHARD_REEL_PORTABLE_NUTRITIOUS_DIET,SHARD_IRON_CLAWS	SHARD_IRON_CLAWS,SHARD_IRON_CLAWS,SHARD_IRON_CLAWS,SHARD_REEL_PORTABLE_NUTRITIOUS_DIET,SHARD_REEL_PORTABLE_NUTRITIOUS_DIET,SHARD_IRON_CLAWS
27-11	174	5	CYAN_4	7	1130	0	CH28_FLAME_BATTERY	RAGING_REVENANT,SHADOW_OF_SVEN,DRUIDINATRIX,CATAPULT_KNIGHT,RABID_DRAGON,SADISTIC_DANCER	UNRIPE_MYTHOLOGY,SPIKEY_DRAGON,SNAP_DRAGON,ETERNAL_ENCHANTER,GENIE,BANSHEE	VILE_BILE,GREED_DRAGON,POLEMASTER,DUST_DEVIL,ANGEL_DRAGON,[boss]BURNT_ONE	SHARD_REEL_PIECE_OF_ACOLYTE_STATUE,SHARD_REEL_BALANCE_OF_LIFE,SHARD_REEL_NAVIGATION_TO_THE_PAST	SHARD_REEL_NAVIGATION_TO_THE_PAST,SHARD_REEL_NAVIGATION_TO_THE_PAST,SHARD_REEL_NAVIGATION_TO_THE_PAST,SHARD_REEL_BALANCE_OF_LIFE,SHARD_REEL_BALANCE_OF_LIFE,SHARD_REEL_NAVIGATION_TO_THE_PAST
27-12	175	5	CYAN_4	7	1130	1	CH28_ITS_NOW_OR_NEVER	UNICORGI,SPIDER_QUEEN,FROST_GIANT,CATAPULT_KNIGHT,SHADOW_ASSASSIN,BURNT_ONE	ELECTROYETI,SKELETON_KING,VULTURE_DRAGON,DRUIDINATRIX,FORGOTTEN_DRAGON,CENTAUR_OF_ATTENTION	SNAPPER_BONE,WHITE_TIGRESS,VERMILION_PRIESTESS,[boss]NPC_ABYSS_DRAGON	SHARD_REEL_THE_SPEAR_BRINGS_VICTORY,SHARD_REEL_GREAVES_OF_PLEIAS,SHARD_REEL_FEATHER_WEIGHT_FOIL,SHARD_REEL_HELMET_OF_FORESIGHT	SHARD_REEL_THE_SPEAR_BRINGS_VICTORY,SHARD_REEL_GREAVES_OF_PLEIAS,SHARD_REEL_FEATHER_WEIGHT_FOIL,SHARD_REEL_HELMET_OF_FORESIGHT,SHARD_REEL_THE_SPEAR_BRINGS_VICTORY,SHARD_REEL_GREAVES_OF_PLEIAS
27-13	175	5	CYAN_4	7	1130	0	CH28_TRACES_OF_PLUNDER	UNSTABLE_UNDERSTUDY,WEREDRAGON,BROZERKER,CYCLOPS_WIZARD,SADISTIC_DANCER,SPIKEY_DRAGON	ANCIENT_DWARF,SAVAGE_CUTIE,KRAKEN_KING,SNIPER_WOLF,DUNGEON_MAN,MISTRESS_MANICURE	GROOVY_DRUID,DEEP_DRAGON,ZOMBIE_SQUIRE,FAITH_HEALER,UNICORGI,[boss]COSMIC_ELF	SHARD_REEL_PIECE_OF_ACOLYTE_STATUE,SHARD_REEL_BALANCE_OF_LIFE,SHARD_PRICKLING_WHIP	SHARD_PRICKLING_WHIP,SHARD_PRICKLING_WHIP,SHARD_PRICKLING_WHIP,SHARD_REEL_BALANCE_OF_LIFE,SHARD_REEL_BALANCE_OF_LIFE,SHARD_PRICKLING_WHIP
27-14	175	5	CYAN_4	7	1130	0	CH28_TRACES_OF_PLUNDER	SPIKEY_DRAGON,FROST_GIANT,ZOMBIE_SQUIRE,SADISTIC_DANCER,DARK_DRACUL,SNAPPER_BONE	DRUIDINATRIX,LAST_DEFENDER,BONE_DRAGON,UNICORGI,UNSTABLE_UNDERSTUDY,KRAKEN_KING	SNAP_DRAGON,DRAGZILLA,NINJA_DWARF,DEMON_TOTEM,SHADOW_ASSASSIN,[boss]SPECTRAL_DRAGON	SHARD_REEL_THE_SPEAR_BRINGS_VICTORY,SHARD_REEL_EXPLOSIVE_CANNON,SHARD_IRON_CLAWS	SHARD_IRON_CLAWS,SHARD_IRON_CLAWS,SHARD_IRON_CLAWS,SHARD_REEL_EXPLOSIVE_CANNON,SHARD_REEL_EXPLOSIVE_CANNON,SHARD_IRON_CLAWS
